Unnamed: 0,车站代码,地址,城市,省份,坐标（高德GCJ-02坐标系）
麦园,MYS,江西省宜春市丰城市麦园,宜春市,江西省,"115.839264,28.344343"
墨玉,MUR,,,,
庙庄,MZJ,甘肃省庆阳市华池县庙庄,庆阳市,甘肃省,"108.362648,36.507362"
米脂,MEY,,,,
明珠,MFQ,吉林省长春市南关区明珠街道,长春市,吉林省,"125.312973,43.813213"
宁安,NAB,黑龙江省牡丹江市宁安市宁安火车站,牡丹江市,黑龙江省,"129.462538,44.359919"
农安,NAT,吉林省长春市农安县农安火车站,长春市,吉林省,"125.161845,44.436154"
南博山,NBK,山东省淄博市博山区博山火车站,淄博市,山东省,"117.864002,36.504899"
南仇,NCK,江苏省泰州市兴化市南仇村,泰州市,江苏省,"119.871574,32.910892"
南城司,NSP,江西省抚州市南城县南城火车站,抚州市,江西省,"116.617573,27.564373"
宁村,NCZ,广西壮族自治区南宁市良庆区宁村火车站,南宁市,广西壮族自治区,"108.333557,22.555674"
宁德,NES,福建省宁德市蕉城区宁德火车站,宁德市,福建省,"119.583501,26.669052"
南观村,NGP,广东省江门市新会区南观,江门市,广东省,"113.043579,22.404766"
南宫东,NFP,河北省邢台市南宫市东火车站,邢台市,河北省,"115.695713,37.169473"
南关岭,NLT,,,,
宁国,NNH,安徽省宣城市宁国市宁国火车站,宣城市,安徽省,"118.992375,30.635424"
宁海,NHH,浙江省宁波市宁海县宁海火车站,宁波市,浙江省,"121.420196,29.336456"
南华北,NHS,,,,
南河川,NHJ,天津市西青区南河镇,天津市,天津市,"117.095894,39.033894"
泥河子,NHD,安徽省淮南市潘集区泥河镇,淮南市,安徽省,"116.903046,32.808960"
宁家,NVT,江西省新余市渝水区宁家,新余市,江西省,"114.936897,27.840248"
南靖,NJS,福建省漳州市南靖县南靖火车站,漳州市,福建省,"117.449333,24.579140"
牛家,NJB,黑龙江省哈尔滨市五常市牛家满族镇,哈尔滨市,黑龙江省,"126.748886,45.354519"
能家,NJD,甘肃省庆阳市宁县能家,庆阳市,甘肃省,"108.128891,35.405426"
南口,NKP,,,,
南口前,NKT,辽宁省抚顺市清原满族自治县南口前镇,抚顺市,辽宁省,"124.607292,41.989902"
南朗,NNQ,广东省中山市南朗镇,中山市,广东省,"113.531288,22.498753"
乃林,NLD,内蒙古自治区赤峰市喀喇沁旗乃林镇,赤峰市,内蒙古自治区,"119.285423,41.913254"
尼勒克,NIR,,,,
那罗,ULZ,西藏自治区那罗,,西藏自治区,
宁陵县,NLF,河南省商丘市宁陵县宁陵县火车站,商丘市,河南省,"115.317507,34.574527"
奈曼,NMD,,,,
宁明,NMZ,,,,
南木,NMX,西藏自治区拉萨市曲水县南木乡,拉萨市,西藏自治区,"90.914200,29.420622"
南平南,NNS,福建省南平市延平区水南火车站,南平市,福建省,"118.214638,26.625705"
那铺,NPZ,广西壮族自治区钦州市钦南区那铺,钦州市,广西壮族自治区,"108.963417,21.905809"
南桥,NQD,上海市奉贤区南桥镇,上海市,上海市,"121.454201,30.988474"
那曲,NQO,西藏自治区那曲地区那曲县那曲火车站,那曲地区,西藏自治区,"91.991032,31.442997"
暖泉,NQJ,山西省吕梁市中阳县暖泉镇,吕梁市,山西省,"111.008209,37.135517"
南台,NTT,,,,
南头,NOQ,,,,
宁武,NWV,山西省忻州市宁武县宁武火车站,忻州市,山西省,"112.320185,39.007605"
南湾子,NWP,内蒙古自治区乌兰察布市兴和县南湾子乡,乌兰察布市,内蒙古自治区,"114.067070,40.661045"
南翔北,NEH,浙江省杭州市萧山区南翔,杭州市,浙江省,"120.430382,30.258118"
宁乡,NXQ,湖南省长沙市芙蓉区宁乡,长沙市,湖南省,"113.024590,28.186786"
内乡,NXF,河南省南阳市唐河县火车站,南阳市,河南省,"112.851607,32.670492"
牛心台,NXT,吉林省吉林市磐石市牛心镇,吉林市,吉林省,"126.139114,42.884132"
南峪,NUP,河北省石家庄市井陉县南峪镇,石家庄市,河北省,"113.939720,37.993835"
娘子关,NIP,山西省阳泉市平定县娘子关街道,阳泉市,山西省,"113.860764,37.964443"
南召,NAF,河南省南阳市南召县南召火车站,南阳市,河南省,"112.740711,33.439553"
南杂木,NZT,辽宁省抚顺市新宾满族自治县南杂木镇,抚顺市,辽宁省,"124.411346,41.960140"
蓬安,PAW,四川省南充市蓬安县蓬安火车站,南充市,四川省,"106.423797,31.000379"
平安,PAL,青海省海东市平安区平安火车站,海东市,青海省,"102.109184,36.505096"
平安驿,PNO,青海省海东市平安区驿火车站,海东市,青海省,"102.109186,36.505258"
磐安镇,PAJ,,,,
平安镇,PZT,青海省海东市平安区平安火车站,海东市,青海省,"102.109184,36.505096"
蒲城东,PEY,陕西省渭南市蒲城县蒲城,渭南市,陕西省,"109.585600,34.953360"
蒲城,PCY,陕西省渭南市蒲城县蒲城火车站,渭南市,陕西省,"109.559271,34.934879"
裴德,PDB,黑龙江省鸡西市密山市裴德镇,鸡西市,黑龙江省,"131.909576,45.637177"
偏店,PRP,河北省邯郸市涉县偏店乡,邯郸市,河北省,"113.756912,36.656551"
坡底下,PXJ,山西省阳泉市平定县坡底街道,阳泉市,山西省,"113.876625,37.962296"
瓢儿屯,PRT,,,,
平房,PFB,黑龙江省哈尔滨市香坊区香坊火车站,哈尔滨市,黑龙江省,"126.679512,45.721039"
平岗,PGL,黑龙江省鸡西市梨树区平岗街道,鸡西市,黑龙江省,"130.789032,45.153805"
平果,PGZ,广西壮族自治区百色市平果县平果火车站,百色市,广西壮族自治区,"107.565991,23.316010"
平关,PGM,贵州省六盘水市盘县平关镇,六盘水市,贵州省,"104.357086,25.644583"
盘关,PAM,,,,
徘徊北,PHP,河北省邯郸市武安市徘徊镇,邯郸市,河北省,"114.029831,36.617680"
平河口,PHM,,,,
平湖,PHQ,浙江省嘉兴市平湖市平湖,嘉兴市,浙江省,"121.104062,30.605500"
盘锦北,PBD,辽宁省盘锦市,盘锦市,辽宁省,"122.070714,41.119997"
潘家店,PDP,浙江省嘉兴市海盐县潘家,嘉兴市,浙江省,"120.845451,30.422064"
皮口南,PKT,辽宁省大连市普兰店市皮口镇,大连市,辽宁省,"122.338707,39.398479"
普兰店,PLT,辽宁省大连市普兰店区普兰店火车站,大连市,辽宁省,"121.960464,39.401366"
偏岭,PNT,辽宁省鞍山市岫岩满族自治县偏岭镇,鞍山市,辽宁省,"123.170570,40.479897"
平山,PSB,河北省石家庄市平山县平山火车站,石家庄市,河北省,"114.185067,38.234287"
彭山,PSW,四川省眉山市彭山区彭山火车站,眉山市,四川省,"103.860069,30.194121"
皮山,PSR,,,,
磐石,PSL,吉林省吉林市磐石市磐石火车站,吉林市,吉林省,"126.068767,42.927779"
平社,PSV,广西壮族自治区河池市环江毛南族自治县平社,河池市,广西壮族自治区,"108.428612,25.128540"
彭水,PHW,重庆市彭水苗族土家族自治县彭水火车站,重庆市,重庆市,"108.237961,29.361924"
平台,PVT,吉林省白城市洮北区平台镇,白城市,吉林省,"122.743401,45.700951"
平田,PTM,浙江省台州市黄岩区平田乡,台州市,浙江省,"121.076553,28.540213"
莆田,PTS,福建省莆田市秀屿区莆田火车站,莆田市,福建省,"119.063421,25.349427"
葡萄菁,PTW,新疆维吾尔自治区吐鲁番市高昌区葡萄乡,吐鲁番市,新疆维吾尔自治区,"89.205574,42.954433"
普湾,PWT,陕西省延安市富县普湾,延安市,陕西省,"108.789139,36.080772"
平旺,PWV,山西省大同市矿区平旺乡,大同市,山西省,"113.133690,40.057499"
平型关,PGV,山西省大同市灵丘县平型关,大同市,山西省,"113.939301,39.324520"
普雄,POW,四川省凉山彝族自治州越西县普雄镇,凉山彝族自治州,四川省,"102.649727,28.495190"
蓬溪,KZW,四川省遂宁市蓬溪县蓬溪火车站,遂宁市,四川省,"105.699877,30.678840"
郫县,PWW,,,,
平阳,ARH,浙江省温州市平阳县平阳,温州市,浙江省,"120.318786,27.632457"
平洋,PYX,黑龙江省齐齐哈尔市泰来县平洋镇,齐齐哈尔市,黑龙江省,"123.544128,46.604748"
彭阳,PYJ,宁夏回族自治区固原市彭阳县彭阳,固原市,宁夏回族自治区,"106.638340,35.849565"
平遥,PYV,山西省晋中市平遥县平遥火车站,晋中市,山西省,"112.168594,37.207564"
平邑,PIK,山东省临沂市平邑县平邑火车站,临沂市,山东省,"117.643711,35.516563"
平原堡,PPJ,山东省德州市平原县平原火车站,德州市,山东省,"116.439937,37.170369"
平原,PYK,山东省德州市平原县平原火车站,德州市,山东省,"116.439937,37.170369"
平峪,PYP,北京市房山区平峪,北京市,北京市,"115.551315,39.664680"
彭泽,PZG,江西省九江市彭泽县彭泽火车站,九江市,江西省,"116.543034,29.866024"
邳州,PJH,江苏省徐州市邳州市邳州火车站,徐州市,江苏省,"117.944575,34.315016"
平庄,PZD,内蒙古自治区赤峰市元宝山区平庄镇,赤峰市,内蒙古自治区,"119.263977,42.045246"
泡子,POD,辽宁省阜新市阜新蒙古族自治县泡子镇,阜新市,辽宁省,"122.329529,42.210545"
平庄南,PND,内蒙古自治区赤峰市元宝山区平庄镇,赤峰市,内蒙古自治区,"119.263977,42.045246"
乾安,QOT,吉林省松原市乾安县乾安火车站,松原市,吉林省,"123.879501,45.099338"
庆安,QAB,,,,
迁安,QQP,河北省唐山市迁安市迁安火车站,唐山市,河北省,"118.692952,39.925600"
祁东北,QRQ,,,,
七甸,QDM,云南省昆明市呈贡区七甸街道,昆明市,云南省,"102.947098,24.953966"
曲阜东,QAK,山东省济宁市曲阜市曲阜,济宁市,山东省,"116.999748,35.588929"
庆丰,QFT,黑龙江省双鸭山市友谊县庆丰乡,双鸭山市,黑龙江省,"131.917755,46.734653"
奇峰塔,QVP,四川省泸州市泸县奇峰镇,泸州市,四川省,"105.524254,29.129004"
曲阜,QFK,山东省济宁市曲阜市曲阜火车站,济宁市,山东省,"117.030623,35.583433"
琼海,QYQ,海南省琼海市琼海火车站,,海南省,
秦皇岛,QTP,河北省秦皇岛市海港区秦皇岛火车站,秦皇岛市,河北省,"119.592007,39.965726"
千河,QUY,陕西省宝鸡市陈仓区千河镇,宝鸡市,陕西省,"107.313248,34.390903"
清河,QIP,,,,
清河门,QHD,辽宁省阜新市细河区清河门火车站,阜新市,辽宁省,"121.626540,42.000045"
清华园,QHP,辽宁省营口市西市区清华街道,营口市,辽宁省,"122.221825,40.672119"
全椒,INH,安徽省滁州市全椒县全椒火车站,滁州市,安徽省,"118.283230,32.060371"
潜江,QJN,湖北省潜江市潜江火车站,,湖北省,
渠旧,QJZ,广西壮族自治区崇左市扶绥县渠旧镇,崇左市,广西壮族自治区,"107.573814,22.514311"
秦家,QJB,黑龙江省绥化市北林区秦家镇,绥化市,黑龙江省,"127.009087,46.800091"
綦江,QJW,重庆市綦江区綦江火车站,重庆市,重庆市,"106.664139,29.017066"
祁家堡,QBT,辽宁省辽阳市太子河区祁家镇,辽阳市,辽宁省,"123.133064,41.292576"
清涧县,QNY,陕西省榆林市清涧县清涧火车站,榆林市,陕西省,"109.998033,37.167230"
秦家庄,QZV,黑龙江省绥化市北林区秦家镇,绥化市,黑龙江省,"127.009087,46.800091"
七里河,QLD,甘肃省兰州市七里河区七里河,兰州市,甘肃省,"103.784454,36.065964"
秦岭,QLY,陕西省宝鸡市凤县秦岭火车站,宝鸡市,陕西省,"106.905182,34.233513"
渠黎,QLZ,广西壮族自治区崇左市扶绥县渠黎镇,崇左市,广西壮族自治区,"107.805946,22.562883"
青龙,QIB,河北省秦皇岛市青龙满族自治县青龙,秦皇岛市,河北省,"118.947033,40.406548"
青龙山,QGH,,,,
祁门,QIH,安徽省黄山市祁门县祁门,黄山市,安徽省,"117.717133,29.853633"
前磨头,QMP,山西省运城市平陆县前磨,运城市,山西省,"111.074875,34.779713"
青山,QSB,湖北省武汉市青山区青山,武汉市,湖北省,"114.365066,30.616529"
确山,QSN,河南省驻马店市确山县确山火车站,驻马店市,河南省,"114.036963,32.802922"
前山,QXQ,浙江省舟山市定海区前山,舟山市,浙江省,"122.161446,29.964355"
清水,QUJ,,,,
戚墅堰,QYH,江苏省常州市,常州市,江苏省,"120.064751,31.721663"
青田,QVH,浙江省丽水市青田县青田火车站,丽水市,浙江省,"120.279726,28.136340"
桥头,QAT,浙江省绍兴市新昌县桥头,绍兴市,浙江省,"120.788094,29.309557"
青铜峡,QTJ,宁夏回族自治区吴忠市青铜峡市青铜峡火车站,吴忠市,宁夏回族自治区,"105.932219,37.918421"
前卫,QWD,,,,
前苇塘,QWP,吉林省吉林市昌邑区前苇村,吉林市,吉林省,"126.398041,44.173805"
渠县,QRW,四川省达州市渠县渠县火车站,达州市,四川省,"106.995536,30.801799"
祁县,QXV,山西省晋中市祁县祁县火车站,晋中市,山西省,"112.332434,37.346671"
青县,QXP,河北省沧州市青县青县火车站,沧州市,河北省,"116.838679,38.577788"
桥西,QXJ,河北省张家口市万全区火车站,张家口市,河北省,"114.726800,40.762800"
清徐,QUV,山西省太原市清徐县清徐火车站,太原市,山西省,"112.311771,37.556981"
旗下营,QXC,内蒙古自治区乌兰察布市卓资县旗下营镇,乌兰察布市,内蒙古自治区,"112.165573,40.983284"
千阳,QOY,陕西省宝鸡市千阳县千阳火车站,宝鸡市,陕西省,"107.115778,34.635194"
沁阳,QYF,河南省焦作市沁阳市沁阳火车站,焦作市,河南省,"112.949767,35.199842"
泉阳,QYL,吉林省白山市抚松县泉阳镇,白山市,吉林省,"127.539330,42.352036"
祁阳北,QVQ,湖南省永州市祁阳县祁阳北火车站,永州市,湖南省,"111.824351,26.700291"
七营,QYJ,宁夏回族自治区中卫市海原县七营镇,中卫市,宁夏回族自治区,"106.159286,36.503288"
庆阳山,QSJ,甘肃省庆阳市庆城县庆阳山,庆阳市,甘肃省,"107.782872,36.063001"
清远,QBQ,广东省清远市清城区清远火车站,清远市,广东省,"113.133668,23.694164"
清原,QYT,辽宁省抚顺市清原满族自治县清原火车站,抚顺市,辽宁省,"124.935598,42.104787"
钦州东,QDZ,广西壮族自治区钦州市钦北区东火车站,钦州市,广西壮族自治区,"108.668587,21.979465"
钦州,QRZ,广西壮族自治区钦州市钦南区钦州火车站,钦州市,广西壮族自治区,"108.627717,21.968165"
青州市,QZK,山东省潍坊市青州市青州市火车站,潍坊市,山东省,"118.503522,36.771352"
瑞安,RAH,浙江省温州市瑞安市瑞安火车站,温州市,浙江省,"120.581158,27.765887"
荣昌,RCW,重庆市荣昌区荣昌火车站,重庆市,重庆市,"105.581197,29.394568"
瑞昌,RCG,江西省九江市瑞昌市瑞昌火车站,九江市,江西省,"115.671537,29.689534"
如皋,RBH,江苏省南通市如皋市如皋火车站,南通市,江苏省,"120.606120,32.383448"
容桂,RUQ,,,,
任丘,RQP,河北省沧州市任丘市任丘火车站,沧州市,河北省,"116.144323,38.694242"
乳山,ROK,山东省威海市乳山市乳山火车站,威海市,山东省,"121.506812,36.997316"
融水,RSZ,广西壮族自治区柳州市融水苗族自治县融水火车站,柳州市,广西壮族自治区,"109.240937,25.071257"
热水,RSD,辽宁省朝阳市凌源市热水街道,朝阳市,辽宁省,"119.390472,41.391956"
容县,RXZ,广西壮族自治区玉林市容县容县火车站,玉林市,广西壮族自治区,"110.532229,22.859001"
饶阳,RVP,河北省衡水市饶阳县饶阳火车站,衡水市,河北省,"115.716879,38.237435"
汝阳,RYF,河南省洛阳市汝阳县汝阳火车站,洛阳市,河南省,"112.561396,34.305779"
绕阳河,RHD,辽宁省锦州市古塔区绕阳街道,锦州市,辽宁省,"121.137779,41.112015"
汝州,ROF,河南省平顶山市汝州市汝州火车站,平顶山市,河南省,"112.827990,34.168820"
石坝,OBJ,广东省惠州市博罗县石坝镇,惠州市,广东省,"114.645332,23.506315"
上板城,SBP,陕西省汉中市南郑县上板,汉中市,陕西省,"107.100380,32.780972"
施秉,AQW,贵州省黔东南苗族侗族自治州施秉县施秉火车站,黔东南苗族侗族自治州,贵州省,"108.134523,26.917060"
上板城南,OBP,陕西省汉中市南郑县上板,汉中市,陕西省,"107.100380,32.780972"
世博园,ZWT,山东省聊城市茌平县世博园,聊城市,山东省,"116.255981,36.598484"
双城北,SBB,黑龙江省哈尔滨市双城区北火车站,哈尔滨市,黑龙江省,"126.271548,45.426003"
舒城,OCH,,,,
商城,SWN,河南省信阳市商城县商城火车站,信阳市,河南省,"115.442465,31.953112"
莎车,SCR,新疆维吾尔自治区喀什地区莎车县莎车火车站,喀什地区,新疆维吾尔自治区,"77.233002,38.374412"
顺昌,SCS,福建省南平市顺昌县顺昌火车站,南平市,福建省,"117.816235,26.799961"
神池,SMV,,,,
沙城,SCP,河北省张家口市怀来县沙城镇,张家口市,河北省,"115.518883,40.403946"
石城,SCT,江西省赣州市兴国县石城,赣州市,江西省,"115.332387,26.179432"
山城镇,SCL,,,,
山丹,SDJ,甘肃省张掖市山丹县山丹火车站,张掖市,甘肃省,"101.074682,38.812950"
顺德,ORQ,广东省佛山市顺德区顺德火车站,佛山市,广东省,"113.276730,22.874813"
绥德,ODY,陕西省榆林市绥德县绥德火车站,榆林市,陕西省,"110.261836,37.546395"
水洞,SIL,广西壮族自治区来宾市忻城县水洞,来宾市,广西壮族自治区,"108.848709,24.106840"
商都,SXC,内蒙古自治区乌兰察布市商都县商都火车站,乌兰察布市,内蒙古自治区,"113.555852,41.579739"
十渡,SEP,北京市房山区十渡镇,北京市,北京市,"115.589340,39.639843"
四道湾,OUD,广西壮族自治区崇左市天等县四道,崇左市,广西壮族自治区,"107.145515,23.087599"
顺德学院,OJQ,广东省佛山市顺德区顺德学院,佛山市,广东省,"113.320441,22.810727"
绅坊,OLH,浙江省温州市乐清市绅坊村,温州市,浙江省,"120.989899,28.197351"
双丰,OFB,黑龙江省哈尔滨市阿城区双丰镇,哈尔滨市,黑龙江省,"126.980309,45.446560"
四方台,STB,黑龙江省双鸭山市四方台区四方台,双鸭山市,黑龙江省,"131.288304,46.602394"
水富,OTW,云南省昭通市水富县水富火车站,昭通市,云南省,"104.417041,28.606699"
三关口,OKJ,陕西省安康市白河县三关,安康市,陕西省,"110.175659,32.608021"
桑根达来,OGC,西藏自治区拉萨市当雄县桑根,拉萨市,西藏自治区,"91.261597,30.502790"
韶关,SNQ,广东省韶关市浈江区韶关火车站,韶关市,广东省,"113.604283,24.794910"
上高镇,SVK,,,,
上杭,JBS,福建省龙岩市上杭县上杭火车站,龙岩市,福建省,"116.737473,25.182423"
沙海,SED,辽宁省朝阳市建平县沙海镇,朝阳市,辽宁省,"119.466415,41.496269"
蜀河,SHY,陕西省安康市旬阳县蜀河镇,安康市,陕西省,"109.709518,32.933208"
松河,SBM,贵州省六盘水市盘县松河彝族乡,六盘水市,贵州省,"104.627304,26.034941"
沙河,SHP,河北省邢台市沙河市沙河,邢台市,河北省,"114.496412,36.855693"
沙河口,SKT,辽宁省大连市沙河口区沙河口火车站,大连市,辽宁省,"121.591590,38.924869"
赛汗塔拉,SHC,内蒙古自治区兴安盟扎赉特旗赛汗塔拉,兴安盟,内蒙古自治区,"121.700897,47.106712"
沙河市,VOP,河北省邢台市沙河市沙河市火车站,邢台市,河北省,"114.497166,36.861545"
沙后所,SSD,浙江省舟山市普陀区沙后,舟山市,浙江省,"122.685974,30.201740"
山河屯,SHL,山西省晋城市泽州县山河镇,晋城市,山西省,"112.721939,35.280411"
三河县,OXP,河北省廊坊市三河市,廊坊市,河北省,"117.077019,39.982777"
四合永,OHD,辽宁省阜新市细河区四合镇,阜新市,辽宁省,"121.561760,41.970531"
三汇镇,OZW,四川省巴中市恩阳区三汇镇,巴中市,四川省,"106.544998,31.902533"
双河镇,SEL,,,,
石河子,SZR,新疆维吾尔自治区石河子市石河子火车站,,新疆维吾尔自治区,
三合庄,SVP,黑龙江省大庆市林甸县三合乡,大庆市,黑龙江省,"124.604027,47.228386"
三家店,ODP,北京市门头沟区三家店火车站,北京市,北京市,"116.118347,39.949665"
水家湖,SQH,甘肃省临夏回族自治州东乡族自治县水家,临夏回族自治州,甘肃省,"103.667694,35.607677"
沈家河,OJJ,浙江省宁波市鄞州区沈家,宁波市,浙江省,"121.484802,29.803843"
松江河,SJL,上海市松江区松江火车站,上海市,上海市,"121.227765,30.999726"
尚家,SJB,黑龙江省绥化市肇东市尚家镇,绥化市,黑龙江省,"125.872047,46.121433"
孙家,SUB,浙江省宁波市余姚市孙家,宁波市,浙江省,"121.324493,29.984606"
沈家,OJB,浙江省宁波市鄞州区沈家,宁波市,浙江省,"121.484802,29.803843"
双吉,SML,吉林省吉林市昌邑区双吉街道,吉林市,吉林省,"126.419563,44.000877"
松江,SAH,上海市松江区松江火车站,上海市,上海市,"121.227765,30.999726"
三江口,SKD,,,,
司家岭,OLK,安徽省滁州市定远县司家,滁州市,安徽省,"117.514519,32.518639"
松江南,IMH,上海市松江区松江,上海市,上海市,"121.238199,31.014232"
石景山南,SRP,北京市石景山区石景山,北京市,北京市,"116.198250,39.917200"
邵家堂,SJJ,浙江省宁波市慈溪市邵家,宁波市,浙江省,"121.249298,30.188850"
三江县,SOZ,广西壮族自治区柳州市三江侗族自治县三江县,柳州市,广西壮族自治区,"109.613980,25.785194"
三家寨,SMM,河北省承德市承德县三家乡,承德市,河北省,"118.242996,41.262367"
十家子,SJD,辽宁省阜新市阜新蒙古族自治县十家子镇,阜新市,辽宁省,"122.262848,42.105259"
松江镇,OZL,上海市松江区松江火车站,上海市,上海市,"121.227765,30.999726"
施家嘴,SHM,浙江省台州市温岭市施家,台州市,浙江省,"121.482498,28.467268"
深井子,SWT,广东省江门市台山市深井镇,江门市,广东省,"112.463203,22.002586"
什里店,OMP,广西壮族自治区河池市天峨县什里,河池市,广西壮族自治区,"106.975098,24.896595"
疏勒,SUR,,,,
疏勒河,SHJ,,,,
舍力虎,VLD,吉林省白城市大安市舍力镇,白城市,吉林省,"123.375977,45.558197"
石磷,SPB,黑龙江省鸡西市梨树区石磷街道,鸡西市,黑龙江省,"130.696686,45.166992"
石林,SLM,云南省昆明市石林彝族自治县石林火车站,昆明市,云南省,"103.328837,24.863146"
双辽,ZJD,吉林省四平市双辽市双辽火车站,四平市,吉林省,"123.518386,43.493466"
绥棱,SIB,黑龙江省绥化市绥棱县绥棱火车站,绥化市,黑龙江省,"127.082623,47.249065"
石岭,SOL,广东省湛江市廉江市石岭镇,湛江市,广东省,"110.043488,21.536770"
石林南,LNM,云南省昆明市官渡区南火车站,昆明市,云南省,"102.716281,25.028429"
石龙,SLQ,,,,
萨拉齐,SLC,内蒙古自治区锡林郭勒盟苏尼特左旗萨拉,锡林郭勒盟,内蒙古自治区,"114.969009,43.247322"
索伦,SNT,内蒙古自治区兴安盟科尔沁右翼前旗索伦镇,兴安盟,内蒙古自治区,"121.249695,46.621128"
商洛,OLY,陕西省商洛市商州区商洛火车站,商洛市,陕西省,"110.018168,33.821803"
沙岭子,SLP,辽宁省盘锦市盘山县沙岭镇,盘锦市,辽宁省,"122.371574,41.147625"
石门县北,VFQ,湖南省常德市石门县石门县北火车站,常德市,湖南省,"111.433446,29.599404"
三门峡南,SCF,河南省三门峡市,三门峡市,河南省,"111.200135,34.772493"
三门县,OQH,浙江省台州市三门县,台州市,浙江省,"121.395777,29.104873"
石门县,OMQ,湖南省常德市石门县,常德市,湖南省,"111.380014,29.584293"
三门峡西,SXF,河南省三门峡市灵宝市西火车站,三门峡市,河南省,"110.688839,34.577785"
肃宁,SYP,河北省沧州市肃宁县肃宁火车站,沧州市,河北省,"115.850018,38.415177"
宋,SOB,,,,
双牌,SBZ,,,,
沙坪坝,CYW,重庆市沙坪坝区沙坪坝火车站,重庆市,重庆市,"106.461239,29.554178"
四平东,PPT,吉林省四平市铁东区东火车站,四平市,吉林省,"124.440670,43.143940"
遂平,SON,河南省驻马店市遂平县遂平火车站,驻马店市,河南省,"114.035836,33.144364"
沙坡头,SFJ,宁夏回族自治区中卫市沙坡头区沙坡头,中卫市,宁夏回族自治区,"104.990116,37.468812"
沙桥,SQM,云南省楚雄彝族自治州南华县沙桥镇,楚雄彝族自治州,云南省,"101.145226,25.238571"
商丘南,SPF,河南省商丘市,商丘市,河南省,"115.656370,34.414172"
水泉,SID,山西省忻州市偏关县水泉乡,忻州市,山西省,"111.687363,39.577118"
石泉县,SXY,陕西省安康市石泉县石泉县火车站,安康市,陕西省,"108.252176,33.028541"
石桥子,SQT,四川省眉山市丹棱县石桥乡,眉山市,四川省,"103.442558,30.122934"
石人城,SRB,黑龙江省哈尔滨市呼兰区石人镇,哈尔滨市,黑龙江省,"126.902252,46.296459"
石人,SRL,黑龙江省哈尔滨市呼兰区石人镇,哈尔滨市,黑龙江省,"126.902252,46.296459"
山市,SQB,黑龙江省牡丹江市海林市山市镇,牡丹江市,黑龙江省,"129.109818,44.582657"
神树,SWB,辽宁省辽阳市辽阳县神树,辽阳市,辽宁省,"122.779968,41.229729"
鄯善,SSR,新疆维吾尔自治区吐鲁番市鄯善县鄯善火车站,吐鲁番市,新疆维吾尔自治区,"90.481919,43.098236"
三水,SJQ,广东省佛山市三水区三水火车站,佛山市,广东省,"112.887621,23.159478"
泗水,OSK,山东省济宁市任城区泗水,济宁市,山东省,"116.569580,35.422618"
石山,SAD,江西省吉安市泰和县石山乡,吉安市,江西省,"114.837303,26.917519"
松树,SFT,四川省凉山彝族自治州雷波县松树乡,凉山彝族自治州,四川省,"103.449020,28.263842"
首山,SAT,辽宁省辽阳市辽阳县首山镇,辽阳市,辽宁省,"123.210495,41.107090"
三十家,SRD,广东省云浮市罗定市三十,云浮市,广东省,"111.434753,22.751865"
三十里堡,SST,广东省云浮市罗定市三十,云浮市,广东省,"111.434753,22.751865"
双水镇,PQQ,重庆市云阳县双水乡,重庆市,重庆市,"108.623863,31.167288"
松树镇,SSL,四川省凉山彝族自治州雷波县松树乡,凉山彝族自治州,四川省,"103.449020,28.263842"
松桃,MZQ,,,,
索图罕,SHX,内蒙古自治区呼伦贝尔市鄂伦春自治旗索图罕,呼伦贝尔市,内蒙古自治区,"122.877823,50.630135"
三堂集,SDH,安徽省阜阳市太和县三堂集火车站,阜阳市,安徽省,"115.823257,33.336746"
石头,OTB,陕西省延安市洛川县石头镇,延安市,陕西省,"109.639832,35.510159"
神头,SEV,山东省德州市神头镇,德州市,山东省,"116.697472,37.365704"
沙沱,SFM,四川省凉山彝族自治州雷波县沙沱乡,凉山彝族自治州,四川省,"103.674408,28.539688"
上万,SWP,山东省临沂市蒙阴县上万,临沂市,山东省,"118.094612,35.681110"
孙吴,SKB,黑龙江省黑河市孙吴县孙吴火车站,黑河市,黑龙江省,"127.323997,49.426550"
沙湾县,SXR,新疆维吾尔自治区塔城地区沙湾县沙湾县火车站,塔城地区,新疆维吾尔自治区,"85.608549,44.322035"
歙县,OVH,安徽省黄山市歙县歙县火车站,黄山市,安徽省,"118.411709,29.866618"
遂溪,SXZ,广东省湛江市遂溪县遂溪火车站,湛江市,广东省,"110.267118,21.398540"
沙县,SAS,福建省三明市沙县沙县火车站,三明市,福建省,"117.777843,26.389042"
绍兴,SOH,浙江省绍兴市越城区绍兴火车站,绍兴市,浙江省,"120.578824,30.013800"
石岘,SXL,吉林省延边朝鲜族自治州图们市石岘镇,延边朝鲜族自治州,吉林省,"129.794006,43.082645"
上西铺,SXM,四川省广元市利州区上西街道,广元市,四川省,"105.816078,32.442642"
石峡子,SXJ,甘肃省陇南市西和县石峡镇,陇南市,甘肃省,"105.393509,33.780602"
沭阳,FMH,江苏省宿迁市沭阳县沭阳火车站,宿迁市,江苏省,"118.764188,34.111835"
绥阳,SYB,贵州省遵义市务川仡佬族苗族自治县绥阳,遵义市,贵州省,"107.745409,28.572447"
寿阳,SYV,山西省晋中市寿阳县寿阳火车站,晋中市,山西省,"113.191647,37.882055"
水洋,OYP,广东省河源市连平县水洋,河源市,广东省,"114.438133,24.375393"
